"","age","drinks","drugs","height","orientation","sex","sign","ethnicity"
"36510",35,"not at all","never",66,"straight","m","libra","white"
"36514",31,"socially","never",75,"bisexual","f","sagittarius","white"
"36517",34,"often","never",64,"straight","f","virgo","white"
"36519",26,"rarely","sometimes",67,"gay","f","taurus","white"
"36520",29,"socially","never",69,"straight","f","virgo","white"
"36527",32,"often","never",61,"straight","f","cancer","white"
"36529",27,"rarely","never",71,"straight","f","libra","white"
"36530",26,"socially","sometimes",64,"gay","m","leo","mixed"
"36532",32,"not at all","never",71,"straight","m","leo","white"
"36535",28,"socially","never",66,"straight","f","aquarius","white"
"36537",49,"socially","never",66,"straight","f","scorpio","white"
"36539",22,"rarely","never",67,"straight","f","libra","mixed"
"36540",32,"socially","never",68,"straight","f","capricorn","white"
"36542",52,"socially","never",67,"straight","f","libra","black"
"36543",21,"socially","never",66,"straight","m","aquarius","white"
"36548",23,"socially","never",70,"straight","m","virgo","asian"
"36549",28,"socially","never",68,"straight","f","cancer","mixed"
"36550",39,"rarely","never",68,"straight","m","virgo","asian"
"36551",22,"socially","never",64,"straight","f","pisces","white"
"36552",26,"socially","never",71,"straight","m","virgo","white"
"36554",28,"socially","never",70,"straight","m","gemini","white"
"36555",36,"socially","never",72,"straight","m","leo","hispanic / latin"
"36556",24,"socially","never",73,"straight","m","scorpio","white"
"36559",29,"socially","sometimes",64,"bisexual","f","libra","white"
"36562",24,"often","never",65,"gay","m","aquarius","hispanic / latin"
"36563",28,"socially","never",69,"straight","m","scorpio","asian"
"36564",26,"socially","never",75,"straight","m","virgo","white"
"36565",23,"socially","never",66,"gay","m","aries","hispanic / latin"
"36566",37,"not at all","never",68,"straight","m","scorpio","white"
"36567",37,"socially","never",66,"straight","m","cancer","white"
"36568",25,"rarely","never",69,"straight","m","aries","mixed"
"36570",35,"very often","never",62,"straight","f","leo","white"
"36572",21,"socially","never",66,"bisexual","f","gemini","white"
"36573",24,"often","never",68,"straight","f","pisces","mixed"
"36576",29,"socially","never",67,"straight","m","pisces","asian"
"36578",34,"not at all","never",59,"straight","f","virgo","white"
"36587",31,"socially","never",71,"gay","m","cancer","white"
"36588",23,"socially","never",66,"straight","m","sagittarius","white"
"36589",44,"socially","never",70,"straight","m","gemini","black"
"36590",36,"rarely","never",66,"straight","f","libra","black"
"36591",35,"socially","never",71,"straight","m","pisces","white"
"36593",34,"not at all","never",59,"straight","f","virgo","white"
"36594",19,"socially","often",71,"straight","m","leo","white"
"36595",32,"socially","never",71,"straight","m","gemini","mixed"
"36596",35,"socially","never",62,"straight","f","aries","mixed"
"36597",20,"socially","never",71,"gay","m","capricorn","mixed"
"36599",24,"socially","never",66,"gay","m","aries","asian"
"36603",34,"socially","never",70,"straight","f","scorpio","white"
"36606",42,"socially","never",63,"gay","f","leo","white"
"36608",28,"socially","sometimes",67,"bisexual","m","aquarius","white"
"36610",25,"socially","never",69,"straight","m","scorpio","asian"
"36611",27,"rarely","never",65,"straight","m","scorpio","indian"
"36612",29,"often","sometimes",69,"straight","m","virgo","white"
"36614",41,"often","never",70,"straight","f","libra","white"
"36619",23,"often","never",73,"straight","m","virgo","mixed"
"36621",30,"socially","never",70,"straight","m","gemini","black"
"36624",21,"socially","sometimes",70,"gay","m","leo","hispanic / latin"
"36625",23,"often","sometimes",70,"straight","m","capricorn","white"
"36626",26,"socially","sometimes",73,"straight","m","gemini","mixed"
"36627",33,"socially","sometimes",71,"straight","m","libra","white"
"36628",29,"rarely","never",74,"straight","m","libra","white"
"36629",24,"socially","never",76,"straight","m","leo","white"
"36631",25,"often","sometimes",75,"straight","m","libra","white"
"36634",27,"socially","never",63,"gay","f","scorpio","mixed"
"36636",32,"socially","never",67,"straight","m","gemini","hispanic / latin"
"36637",43,"very often","never",65,"gay","m","libra","mixed"
"36638",25,"socially","sometimes",72,"straight","m","sagittarius","white"
"36640",38,"socially","never",68,"straight","m","scorpio","white"
"36641",34,"socially","never",68,"gay","m","virgo","asian"
"36642",25,"not at all","never",73,"straight","m","capricorn","black"
"36643",22,"socially","never",66,"straight","m","gemini","asian"
"36645",21,"socially","never",80,"straight","m","leo","white"
"36649",30,"socially","never",68,"straight","m","gemini","white"
"36650",37,"not at all","never",72,"straight","m","aries","white"
"36651",34,"socially","never",74,"straight","m","libra","white"
"36653",35,"socially","never",66,"straight","m","aries","asian"
"36656",40,"socially","never",68,"straight","m","scorpio","asian"
"36658",45,"rarely","never",72,"straight","m","cancer","white"
"36660",34,"socially","never",63,"straight","f","scorpio","mixed"
"36661",27,"socially","sometimes",74,"straight","m","pisces","white"
"36662",27,"socially","never",66,"gay","f","aquarius","white"
"36665",33,"socially","sometimes",67,"straight","m","aquarius","white"
"36667",23,"rarely","sometimes",68,"straight","f","aquarius","white"
"36668",39,"socially","sometimes",74,"straight","m","scorpio","white"
"36671",50,"socially","never",68,"bisexual","f","virgo","mixed"
"36672",29,"rarely","never",71,"gay","m","pisces","mixed"
"36673",26,"often","never",68,"straight","m","libra","white"
"36674",26,"often","sometimes",73,"straight","m","scorpio","mixed"
"36675",22,"rarely","never",64,"straight","f","aquarius","white"
"36682",37,"often","never",63,"straight","f","cancer","indian"
"36683",33,"socially","never",67,"straight","m","taurus","asian"
"36685",33,"socially","never",67,"straight","m","scorpio","white"
"36689",32,"often","never",67,"gay","m","cancer","white"
"36690",25,"not at all","sometimes",71,"straight","m","pisces","white"
"36691",25,"often","never",68,"gay","m","aquarius","white"
"36692",25,"socially","never",72,"straight","m","aquarius","white"
"36694",41,"socially","never",65,"straight","f","aquarius","white"
"36696",29,"socially","never",66,"straight","f","gemini","asian"
"36700",33,"socially","never",68,"straight","m","pisces","asian"
"36702",24,"socially","never",64,"straight","f","gemini","white"
"36703",32,"often","never",71,"straight","m","virgo","white"
"36704",28,"socially","never",67,"straight","f","gemini","white"
"36708",29,"socially","never",66,"straight","f","capricorn","white"
"36709",23,"socially","never",71,"straight","m","libra","white"
"36711",32,"socially","never",65,"straight","f","libra","asian"
"36713",38,"rarely","never",66,"straight","f","libra","white"
"36715",28,"socially","never",65,"straight","f","pisces","white"
"36716",33,"rarely","never",69,"straight","m","leo","white"
"36718",51,"not at all","never",72,"gay","m","aries","white"
"36721",27,"socially","sometimes",62,"straight","f","leo","white"
"36722",35,"socially","never",64,"straight","f","cancer","mixed"
"36725",24,"socially","never",63,"straight","f","capricorn","asian"
"36727",32,"not at all","never",69,"gay","m","capricorn","indian"
"36728",30,"socially","never",67,"straight","f","sagittarius","white"
"36734",51,"socially","never",72,"gay","m","libra","white"
"36735",41,"socially","never",66,"straight","f","aries","white"
"36738",29,"socially","never",69,"straight","f","aquarius","white"
"36740",24,"socially","sometimes",74,"straight","m","libra","white"
"36741",24,"socially","sometimes",65,"straight","f","pisces","white"
"36742",42,"socially","sometimes",64,"straight","m","aries","white"
"36743",35,"often","never",70,"straight","f","pisces","white"
"36745",39,"socially","never",66,"straight","f","libra","white"
"36746",30,"socially","never",62,"straight","f","capricorn","asian"
"36748",25,"often","never",72,"straight","f","pisces","white"
"36750",37,"socially","never",67,"straight","f","scorpio","white"
"36751",29,"socially","never",71,"straight","m","leo","mixed"
"36752",32,"socially","never",62,"straight","f","aquarius","white"
"36757",19,"not at all","never",64,"straight","f","taurus","black"
"36759",27,"socially","never",62,"straight","f","capricorn","mixed"
"36761",28,"socially","never",70,"straight","m","cancer","white"
"36762",29,"socially","never",70,"straight","m","aquarius","mixed"
"36763",37,"socially","never",62,"straight","f","aquarius","asian"
"36764",21,"very often","never",75,"straight","m","aries","white"
"36766",27,"not at all","never",63,"straight","f","cancer","white"
"36768",31,"socially","never",69,"straight","m","sagittarius","mixed"
"36769",39,"socially","never",69,"straight","f","cancer","mixed"
"36770",22,"socially","sometimes",67,"straight","f","taurus","mixed"
"36771",27,"rarely","never",69,"straight","f","taurus","white"
"36772",29,"socially","never",71,"gay","m","aquarius","white"
"36773",33,"socially","never",69,"straight","f","virgo","white"
"36774",31,"socially","never",68,"straight","f","gemini","white"
"36777",31,"socially","never",63,"straight","f","taurus","white"
"36779",69,"rarely","never",65,"straight","m","aries","white"
"36780",47,"socially","never",64,"straight","f","pisces","hispanic / latin"
"36782",55,"socially","never",63,"straight","f","pisces","white"
"36783",26,"socially","sometimes",68,"straight","m","sagittarius","white"
"36787",29,"socially","never",65,"straight","m","taurus","hispanic / latin"
"36788",28,"socially","sometimes",64,"straight","f","gemini","white"
"36789",28,"socially","never",69,"straight","m","leo","white"
"36792",27,"socially","never",66,"straight","f","cancer","hispanic / latin"
"36793",53,"rarely","never",62,"straight","f","virgo","white"
"36797",34,"rarely","never",74,"straight","m","scorpio","white"
"36798",24,"socially","often",69,"straight","m","taurus","white"
"36799",20,"socially","sometimes",71,"straight","m","capricorn","white"
"36800",30,"socially","sometimes",70,"straight","f","aquarius","mixed"
"36804",26,"socially","never",64,"straight","m","scorpio","indian"
"36806",30,"rarely","never",72,"gay","m","sagittarius","white"
"36813",32,"not at all","never",72,"straight","m","libra","mixed"
"36814",32,"rarely","never",64,"straight","f","gemini","hispanic / latin"
"36816",66,"socially","never",63,"straight","f","pisces","white"
"36817",19,"rarely","never",64,"straight","f","scorpio","hispanic / latin"
"36819",28,"socially","never",67,"straight","f","sagittarius","white"
"36820",45,"not at all","never",66,"straight","f","virgo","white"
"36821",41,"socially","never",63,"straight","f","scorpio","white"
"36823",23,"socially","never",73,"straight","m","scorpio","white"
"36824",18,"rarely","never",70,"straight","m","scorpio","white"
"36825",46,"socially","never",71,"straight","m","leo","white"
"36826",27,"socially","never",64,"straight","f","capricorn","white"
"36828",26,"socially","never",64,"gay","f","scorpio","hispanic / latin"
"36829",31,"socially","never",74,"straight","m","scorpio","white"
"36831",28,"socially","sometimes",70,"straight","m","pisces","asian"
"36832",24,"socially","sometimes",75,"gay","m","taurus","white"
"36833",37,"often","sometimes",66,"bisexual","f","libra","white"
"36834",28,"socially","sometimes",72,"straight","m","aquarius","white"
"36835",35,"socially","never",65,"straight","f","virgo","hispanic / latin"
"36836",29,"socially","never",69,"straight","m","gemini","asian"
"36837",25,"socially","sometimes",70,"straight","m","aquarius","white"
"36838",25,"rarely","never",71,"straight","m","cancer","white"
"36841",26,"socially","never",68,"straight","m","virgo","asian"
"36842",48,"socially","never",59,"straight","f","cancer","white"
"36845",67,"very often","often",75,"straight","m","gemini","white"
"36850",30,"socially","never",68,"straight","m","cancer","white"
"36852",37,"rarely","never",74,"straight","m","capricorn","hispanic / latin"
"36853",25,"socially","never",67,"straight","f","leo","mixed"
"36855",31,"socially","never",62,"straight","f","leo","asian"
"36856",22,"socially","never",70,"straight","f","capricorn","white"
"36857",38,"socially","never",68,"straight","f","libra","hispanic / latin"
"36858",66,"rarely","never",66,"straight","f","taurus","white"
"36860",35,"often","sometimes",66,"bisexual","f","aries","white"
"36864",23,"socially","sometimes",72,"straight","m","aquarius","mixed"
"36868",41,"rarely","never",70,"straight","m","taurus","white"
"36869",31,"socially","never",69,"straight","m","scorpio","white"
"36871",24,"often","often",72,"straight","m","gemini","white"
"36872",25,"rarely","never",66,"straight","f","libra","mixed"
"36873",66,"rarely","never",65,"straight","f","libra","white"
"36874",27,"often","never",72,"straight","m","scorpio","white"
"36876",31,"socially","never",69,"gay","m","cancer","black"
"36877",56,"socially","never",60,"straight","f","pisces","white"
"36881",31,"socially","sometimes",67,"straight","m","gemini","middle eastern"
"36882",38,"rarely","sometimes",65,"straight","f","taurus","white"
"36883",30,"socially","never",75,"straight","m","cancer","white"
"36885",31,"often","never",64,"straight","f","aries","hispanic / latin"
"36886",26,"rarely","never",68,"bisexual","m","virgo","black"
"36889",42,"often","never",66,"straight","f","sagittarius","white"
"36891",22,"socially","never",65,"straight","f","capricorn","white"
"36892",23,"rarely","never",62,"bisexual","f","libra","white"
"36893",38,"socially","never",73,"straight","m","taurus","mixed"
"36897",41,"socially","never",60,"straight","f","gemini","white"
"36898",25,"not at all","never",67,"straight","f","cancer","mixed"
"36900",31,"socially","never",69,"gay","m","leo","white"
"36903",34,"socially","sometimes",69,"bisexual","m","leo","white"
"36904",33,"socially","never",66,"straight","f","taurus","white"
"36907",28,"socially","never",74,"straight","m","pisces","white"
"36909",51,"socially","never",65,"straight","f","taurus","white"
"36911",46,"rarely","never",66,"straight","m","virgo","white"
"36912",36,"socially","never",62,"straight","f","cancer","hispanic / latin"
"36913",27,"socially","never",62,"straight","f","libra","mixed"
"36914",22,"rarely","never",70,"straight","m","virgo","white"
"36915",26,"socially","never",64,"straight","m","libra","hispanic / latin"
"36916",31,"often","never",71,"straight","m","gemini","white"
"36917",30,"very often","sometimes",72,"straight","m","cancer","white"
"36923",33,"socially","sometimes",67,"straight","m","aquarius","mixed"
"36924",29,"socially","never",63,"straight","m","leo","mixed"
"36925",29,"socially","never",73,"straight","m","pisces","asian"
"36926",28,"socially","never",66,"straight","f","pisces","mixed"
"36927",58,"socially","never",63,"straight","f","libra","white"
"36929",44,"socially","never",65,"gay","f","libra","white"
"36931",24,"socially","never",61,"straight","f","sagittarius","asian"
"36932",28,"socially","never",66,"straight","f","scorpio","white"
"36933",31,"socially","never",66,"straight","m","virgo","asian"
"36938",20,"not at all","never",70,"bisexual","m","gemini","white"
"36939",38,"often","never",70,"straight","m","taurus","indian"
"36940",28,"very often","never",73,"straight","m","taurus","white"
"36942",30,"rarely","never",75,"straight","m","capricorn","white"
"36943",31,"socially","never",59,"straight","f","aries","asian"
"36944",28,"socially","never",65,"straight","m","gemini","middle eastern"
"36946",28,"socially","never",74,"straight","m","virgo","white"
"36947",21,"socially","never",59,"straight","f","libra","asian"
"36948",27,"socially","sometimes",67,"straight","f","gemini","white"
"36951",23,"socially","never",75,"straight","m","libra","white"
"36952",36,"not at all","never",66,"straight","m","pisces","white"
"36954",28,"not at all","never",68,"straight","m","virgo","asian"
"36956",21,"socially","sometimes",66,"straight","f","virgo","white"
"36957",45,"rarely","never",72,"straight","m","taurus","white"
"36962",29,"socially","never",65,"straight","m","libra","white"
"36965",32,"rarely","never",72,"straight","m","libra","white"
"36966",26,"socially","never",73,"straight","m","gemini","asian"
"36968",28,"not at all","never",71,"gay","m","pisces","mixed"
"36970",24,"socially","sometimes",69,"straight","m","capricorn","white"
"36972",35,"socially","never",69,"straight","f","libra","white"
"36974",33,"often","sometimes",69,"straight","m","taurus","indian"
"36976",34,"socially","sometimes",65,"gay","m","scorpio","asian"
"36980",30,"socially","never",67,"straight","m","gemini","asian"
"36981",23,"socially","never",70,"straight","f","cancer","black"
"36982",25,"socially","never",68,"straight","f","sagittarius","black"
"36983",22,"socially","never",65,"straight","f","gemini","white"
"36984",50,"socially","never",65,"straight","f","libra","white"
"36985",28,"socially","never",68,"straight","m","libra","indian"
"36988",35,"socially","never",68,"straight","m","virgo","asian"
"36989",30,"often","never",66,"straight","f","gemini","asian"
"36990",24,"not at all","never",67,"straight","m","aquarius","white"
"36992",23,"socially","never",70,"gay","m","aries","mixed"
"36994",28,"often","never",70,"straight","m","pisces","white"
"36995",38,"often","never",68,"straight","m","leo","mixed"
"36996",26,"socially","never",68,"gay","m","aquarius","asian"
"36998",30,"socially","never",63,"straight","f","leo","mixed"
"37002",20,"not at all","never",65,"straight","f","scorpio","white"
"37003",18,"not at all","never",62,"straight","f","leo","mixed"
"37004",28,"socially","never",74,"straight","m","scorpio","white"
"37007",50,"socially","never",65,"straight","f","capricorn","white"
"37011",23,"socially","never",73,"straight","m","aries","mixed"
"37012",29,"socially","never",68,"straight","m","pisces","hispanic / latin"
"37013",26,"socially","never",74,"straight","m","aquarius","white"
"37014",33,"socially","never",64,"straight","f","aquarius","hispanic / latin"
"37015",21,"rarely","never",65,"straight","f","aries","white"
"37016",28,"socially","never",73,"straight","m","aquarius","white"
"37017",23,"often","often",69,"straight","m","virgo","white"
"37020",29,"socially","never",71,"straight","m","taurus","mixed"
"37021",43,"socially","never",68,"straight","m","cancer","middle eastern"
"37024",20,"socially","sometimes",68,"straight","m","aquarius","hispanic / latin"
"37031",36,"socially","never",65,"straight","f","aquarius","asian"
"37032",28,"socially","never",67,"straight","f","cancer","asian"
"37033",26,"socially","never",61,"straight","f","leo","asian"
"37034",39,"socially","never",68,"straight","m","pisces","white"
"37035",66,"socially","never",63,"straight","f","taurus","white"
"37037",29,"socially","never",68,"straight","m","sagittarius","mixed"
"37038",24,"socially","sometimes",68,"straight","m","libra","white"
"37039",24,"rarely","sometimes",69,"straight","m","leo","white"
"37040",21,"socially","never",71,"straight","m","capricorn","white"
"37041",48,"rarely","never",73,"straight","m","sagittarius","white"
"37042",25,"socially","never",74,"straight","m","libra","white"
"37044",47,"socially","never",76,"straight","f","scorpio","white"
"37045",28,"socially","never",68,"straight","f","capricorn","white"
"37048",37,"socially","never",61,"straight","f","scorpio","asian"
"37050",36,"socially","never",72,"straight","m","sagittarius","mixed"
"37051",32,"not at all","never",70,"straight","m","pisces","white"
"37053",31,"socially","never",69,"straight","m","scorpio","white"
"37054",29,"socially","sometimes",71,"straight","m","scorpio","middle eastern"
"37055",25,"socially","never",62,"straight","f","sagittarius","white"
"37056",30,"often","sometimes",67,"straight","f","sagittarius","white"
"37057",43,"socially","never",68,"straight","m","libra","indian"
"37058",40,"socially","never",67,"straight","f","aries","white"
"37059",52,"often","never",70,"straight","m","pisces","white"
"37069",50,"not at all","never",68,"straight","f","aquarius","black"
"37070",23,"socially","sometimes",70,"straight","m","leo","white"
"37071",30,"socially","never",73,"straight","m","cancer","white"
"37074",23,"socially","sometimes",62,"straight","f","gemini","white"
"37076",22,"not at all","never",65,"straight","f","cancer","white"
"37080",27,"often","never",65,"straight","f","aquarius","white"
"37081",22,"socially","sometimes",68,"straight","m","aries","indian"
"37082",27,"socially","never",67,"straight","f","sagittarius","white"
"37084",41,"not at all","never",72,"straight","m","capricorn","white"
"37085",21,"socially","never",67,"straight","f","virgo","indian"
"37086",39,"socially","never",67,"straight","f","sagittarius","black"
"37087",24,"socially","never",72,"straight","m","taurus","white"
"37088",28,"rarely","never",70,"straight","m","virgo","white"
"37089",20,"socially","sometimes",69,"straight","m","aries","white"
"37090",26,"socially","sometimes",72,"straight","m","leo","white"
"37091",32,"not at all","never",70,"straight","m","aquarius","white"
"37094",27,"socially","never",69,"straight","m","pisces","white"
"37095",49,"socially","never",66,"straight","f","aquarius","white"
"37096",41,"socially","never",70,"bisexual","f","gemini","white"
"37097",49,"not at all","never",64,"bisexual","f","pisces","asian"
"37099",25,"socially","never",67,"straight","f","taurus","mixed"
"37100",51,"socially","never",63,"straight","f","pisces","white"
"37101",22,"socially","never",67,"straight","f","taurus","hispanic / latin"
"37103",37,"socially","never",71,"gay","m","scorpio","white"
"37104",23,"very often","never",68,"straight","f","aquarius","mixed"
"37105",39,"socially","sometimes",66,"bisexual","f","taurus","mixed"
"37106",23,"socially","never",64,"straight","f","capricorn","mixed"
"37111",49,"socially","sometimes",66,"straight","f","aries","white"
"37112",25,"socially","never",9,"straight","m","leo","asian"
"37118",21,"socially","sometimes",59,"straight","f","pisces","white"
"37119",35,"socially","never",67,"straight","f","aquarius","white"
"37120",49,"often","never",63,"straight","f","sagittarius","white"
"37123",31,"socially","never",66,"gay","f","capricorn","white"
"37124",49,"not at all","never",70,"gay","m","leo","white"
"37125",26,"socially","never",80,"straight","m","scorpio","white"
"37127",37,"rarely","never",67,"straight","m","pisces","indian"
"37129",62,"socially","never",62,"straight","f","cancer","white"
"37131",20,"not at all","never",70,"straight","m","sagittarius","white"
"37132",43,"socially","never",72,"straight","m","libra","white"
"37133",23,"socially","never",67,"straight","f","virgo","mixed"
"37134",38,"socially","never",73,"straight","m","sagittarius","asian"
"37135",30,"socially","never",68,"straight","m","pisces","mixed"
"37136",18,"rarely","never",74,"gay","m","aries","white"
"37137",26,"not at all","never",68,"straight","m","scorpio","indian"
"37139",22,"socially","sometimes",64,"gay","f","capricorn","white"
"37140",25,"socially","never",74,"straight","m","pisces","white"
"37141",23,"socially","never",76,"straight","m","capricorn","mixed"
"37144",31,"socially","sometimes",64,"straight","f","pisces","white"
"37146",21,"socially","never",67,"straight","m","scorpio","white"
"37147",33,"socially","sometimes",64,"straight","f","libra","white"
"37148",42,"not at all","never",69,"straight","f","pisces","black"
"37150",29,"rarely","never",71,"straight","m","scorpio","white"
"37151",25,"socially","never",65,"straight","f","pisces","asian"
"37156",26,"socially","never",71,"straight","m","cancer","asian"
"37157",26,"often","sometimes",67,"straight","m","libra","white"
"37158",48,"not at all","never",68,"gay","m","aries","asian"
"37159",27,"socially","never",65,"straight","m","scorpio","mixed"
"37160",24,"socially","never",70,"straight","f","libra","white"
"37161",23,"socially","never",67,"straight","m","libra","hispanic / latin"
"37162",24,"socially","never",66,"straight","m","leo","hispanic / latin"
"37165",39,"socially","never",68,"straight","f","aquarius","white"
"37166",30,"socially","never",69,"straight","f","aries","white"
"37175",25,"socially","sometimes",67,"straight","m","cancer","white"
"37176",24,"socially","never",69,"gay","f","scorpio","hispanic / latin"
"37177",25,"socially","never",68,"straight","m","libra","asian"
"37178",19,"socially","sometimes",71,"gay","m","capricorn","black"
"37179",33,"socially","never",67,"straight","f","taurus","mixed"
"37180",29,"very often","never",76,"straight","m","libra","white"
"37181",28,"often","never",72,"straight","m","libra","white"
"37184",33,"socially","often",68,"bisexual","m","aquarius","white"
"37185",23,"not at all","never",63,"straight","f","virgo","white"
"37186",25,"socially","sometimes",67,"straight","f","sagittarius","white"
"37187",49,"socially","never",69,"gay","m","cancer","hispanic / latin"
"37188",35,"rarely","never",63,"straight","f","gemini","white"
"37189",37,"rarely","never",64,"straight","f","scorpio","white"
"37191",40,"socially","never",72,"straight","m","virgo","white"
"37192",25,"socially","never",66,"straight","m","sagittarius","mixed"
"37193",25,"often","often",69,"straight","m","leo","mixed"
"37194",27,"socially","never",74,"straight","m","taurus","white"
"37195",25,"socially","sometimes",68,"straight","m","aquarius","mixed"
"37196",29,"socially","never",70,"straight","f","capricorn","white"
"37197",26,"often","never",71,"straight","m","scorpio","white"
"37198",32,"socially","never",64,"straight","f","scorpio","mixed"
"37200",25,"socially","never",64,"gay","m","gemini","mixed"
"37201",51,"socially","never",71,"straight","m","leo","white"
"37203",26,"socially","never",61,"straight","f","aries","asian"
"37208",39,"socially","never",74,"straight","m","capricorn","black"
"37210",35,"rarely","never",63,"straight","f","aquarius","white"
"37215",35,"rarely","never",66,"straight","m","scorpio","mixed"
"37216",28,"socially","never",65,"straight","f","sagittarius","asian"
"37217",27,"socially","never",67,"straight","f","libra","white"
"37220",44,"socially","never",70,"gay","m","sagittarius","white"
"37223",27,"socially","never",65,"straight","f","aries","asian"
"37224",49,"socially","never",65,"straight","f","aquarius","white"
"37225",23,"socially","never",69,"straight","f","scorpio","white"
"37228",32,"socially","never",71,"gay","m","taurus","asian"
"37238",44,"rarely","never",71,"straight","m","aquarius","white"
"37239",19,"rarely","never",77,"straight","m","pisces","white"
"37240",29,"not at all","never",60,"straight","f","libra","mixed"
"37241",24,"socially","never",72,"straight","m","leo","white"
"37243",40,"socially","never",64,"straight","f","virgo","white"
"37244",28,"socially","never",68,"straight","f","virgo","white"
"37246",20,"socially","never",63,"straight","f","sagittarius","hispanic / latin"
"37247",31,"socially","never",71,"straight","m","scorpio","white"
"37248",31,"socially","never",71,"straight","m","scorpio","white"
"37250",30,"rarely","never",63,"straight","f","aquarius","asian"
"37253",35,"socially","sometimes",69,"straight","m","cancer","white"
"37254",29,"socially","never",69,"straight","m","aquarius","mixed"
"37255",28,"socially","never",74,"straight","m","leo","white"
"37259",34,"socially","never",68,"straight","m","taurus","white"
"37261",26,"very often","never",72,"straight","m","sagittarius","white"
"37265",26,"often","never",70,"straight","f","scorpio","white"
"37266",24,"socially","never",62,"straight","f","capricorn","mixed"
"37267",66,"rarely","sometimes",62,"straight","f","virgo","white"
"37268",37,"not at all","never",66,"straight","f","aquarius","mixed"
"37270",33,"rarely","never",71,"straight","m","gemini","white"
"37272",25,"socially","never",62,"gay","f","gemini","white"
"37275",39,"socially","never",62,"straight","f","cancer","white"
"37276",34,"socially","never",73,"straight","m","aries","white"
"37277",40,"rarely","sometimes",67,"straight","m","leo","mixed"
"37278",52,"socially","never",67,"straight","m","aquarius","white"
"37280",26,"socially","never",65,"straight","f","sagittarius","white"
"37281",30,"socially","never",70,"straight","m","virgo","white"
"37282",28,"socially","never",68,"gay","m","aries","white"
"37287",38,"socially","never",70,"straight","m","sagittarius","white"
"37289",27,"socially","never",67,"straight","m","scorpio","asian"
"37290",31,"socially","never",63,"straight","f","virgo","hispanic / latin"
"37291",20,"not at all","never",65,"straight","m","scorpio","hispanic / latin"
"37293",30,"socially","never",66,"gay","f","aries","white"
"37294",40,"socially","never",63,"straight","m","capricorn","mixed"
"37295",27,"socially","never",63,"straight","f","leo","mixed"
"37298",24,"very often","often",75,"straight","m","scorpio","black"
"37301",32,"socially","never",64,"bisexual","f","taurus","white"
"37305",43,"socially","often",70,"straight","m","libra","white"
"37306",25,"socially","never",63,"straight","f","libra","white"
"37310",29,"often","sometimes",69,"straight","m","aries","white"
"37311",42,"often","never",69,"straight","f","aquarius","white"
"37313",36,"often","never",71,"straight","m","pisces","white"
"37314",43,"rarely","never",63,"straight","f","cancer","white"
"37315",34,"socially","never",62,"straight","f","libra","mixed"
"37317",27,"socially","sometimes",71,"gay","m","sagittarius","white"
"37318",28,"socially","never",66,"straight","f","taurus","mixed"
"37319",31,"socially","often",66,"straight","f","capricorn","white"
"37324",56,"socially","never",64,"straight","f","leo","white"
"37325",42,"socially","never",63,"straight","f","libra","white"
"37326",47,"socially","never",73,"straight","m","capricorn","white"
"37327",29,"socially","never",65,"straight","f","scorpio","white"
"37330",33,"often","never",70,"straight","m","taurus","hispanic / latin"
"37332",58,"socially","never",74,"straight","m","capricorn","hispanic / latin"
"37337",22,"rarely","never",67,"gay","f","aquarius","white"
"37339",28,"socially","never",67,"gay","m","aries","asian"
"37340",56,"often","never",67,"straight","m","libra","white"
"37342",36,"socially","never",63,"straight","f","pisces","hispanic / latin"
"37344",27,"socially","never",64,"straight","f","aries","white"
"37345",39,"socially","never",68,"straight","m","taurus","white"
"37346",55,"socially","never",74,"straight","m","taurus","mixed"
"37348",29,"socially","never",68,"straight","f","aries","white"
"37352",57,"socially","never",71,"straight","m","leo","white"
"37360",28,"socially","never",67,"straight","m","libra","mixed"
"37362",34,"socially","never",66,"straight","f","scorpio","white"
"37364",34,"socially","never",68,"straight","f","leo","white"
"37365",40,"not at all","never",69,"straight","m","capricorn","white"
"37370",25,"socially","never",70,"straight","m","gemini","indian"
"37371",25,"socially","never",72,"bisexual","f","aries","white"
"37372",49,"socially","never",62,"straight","f","libra","white"
"37376",23,"socially","never",63,"straight","f","virgo","mixed"
"37377",37,"socially","never",67,"gay","m","cancer","mixed"
"37378",22,"socially","sometimes",77,"gay","m","aquarius","mixed"
"37380",39,"socially","never",67,"straight","m","aquarius","white"
"37381",27,"socially","never",76,"straight","m","aries","white"
"37384",37,"often","never",69,"straight","f","taurus","mixed"
"37385",26,"socially","never",70,"straight","m","scorpio","mixed"
"37386",37,"socially","never",70,"gay","m","sagittarius","asian"
"37390",37,"socially","never",60,"straight","f","sagittarius","indian"
"37394",33,"socially","sometimes",71,"straight","m","sagittarius","white"
"37396",32,"socially","sometimes",61,"straight","f","pisces","mixed"
"37397",35,"socially","never",73,"straight","m","pisces","white"
"37398",31,"socially","never",66,"straight","m","cancer","white"
"37399",31,"socially","never",68,"straight","m","capricorn","black"
"37400",40,"rarely","never",70,"straight","m","aquarius","mixed"
"37402",26,"socially","sometimes",77,"straight","m","cancer","white"
"37403",32,"socially","never",67,"straight","f","taurus","white"
"37404",50,"socially","never",66,"straight","f","aquarius","white"
"37405",25,"socially","sometimes",72,"bisexual","m","virgo","mixed"
